Plot ID,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Forest_Types,Scientific_me,Family,Crown_cover....,Count,Cover_percentage,Height_m,Status
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Pavetta Indica,Passifloraceae,60,30,20,1.7,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Agerati Adenophora,Compositae,60,20,4,0.45,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Maesa indica,Myrsiceae,60,10,6,2.5,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Pseudocaryopteris panniculata,Acanthaceae,60,9,5,1,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Hydrangea febrifuga,Hydrangeaceae,60,7,5,1,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Elatostema sessile,Urticaceae,60,25,4,0.45,Live
46,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,270,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,60,7,5,2.5,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Agerati Adenophora,Compositae,40,45,15,1,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Chimonobambusa callosa,Gramineae,40,1,1,1.3,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Chimonobambusa callosa,Gramineae,40,3,1,0.7,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,40,2,1,1,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Artimesia vulgaris,Gramineae,40,15,3,0.6,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Chimonobambusa callosa,Gramineae,40,8,3,0.7,Live
47,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,0,Warm broad leaved forest (500-1500),Phlogacanthus vitellinus,Acanthaceae,40,2,4,2.5,Live
48,1087,27.058336,90.395895,17,19.69,2272.24,952.54,2347.25,90,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,70,5,3,3.5,Live
48,1087,27.058336,90.395895,17,19.69,2272.24,952.54,2347.25,90,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,70,70,15,1.4,Live
48,1087,27.058336,90.395895,17,19.69,2272.24,952.54,2347.25,90,Warm broad leaved forest (500-1500),Elatostema sessile,Urticaceae,70,30,6,0.9,Live
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,70,23,4,0.65,Live
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,70,15,3,0.7,Live
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,Cool broadleaved forest (1500-3000),Amblyanthopsis bhotanica,Primulaceae,70,40,8,1,Live
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,Cool broadleaved forest (1500-3000),Daphne bhoula,Thymelaeaceae,70,17,5,1.2,Live
49,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,315,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,70,2,1,1.3,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,70,9,3,0.9,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,70,29,6,0.65,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Sarcoclamys pulcherrima,Urticaceae,70,8,2,0.3,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,70,18,3,0.6,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Benkara fasciculata,Commeliceae,70,8,2,0.8,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Osbeckia stellata,Melastomataceae,70,3,1,0.4,Live
50,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,45,Cool broadleaved forest (1500-3000),Amblyanthopsis bhotanica,Primulaceae,70,47,8,0.75,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,60,10,6,2.3,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Strobilanthes capitata,Acanthaceae,60,3,1,0.2,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Edgeworthia gardneri,Thymelaeaceae,60,2,1,0.8,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Oxyspora paniculata,Melastomataceae,60,7,2,1.2,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,60,11,2,0.65,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Piper pedicilatum,Piperaceae,60,7,3,3,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,60,37,6,0.5,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,60,24,4,0.65,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Benkara fasciculata,Commeliceae,60,35,6,0.8,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Amblyanthopsis bhotanica,Primulaceae,60,34,5,0.9,Live
51,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,0,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,60,46,8,1,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,45,26,4,1,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,45,2,1,0.6,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,45,2,1,1,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,45,1,2,2.4,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Oxyspora paniculata,Melastomataceae,45,1,1,0.7,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,45,5,1,0.35,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,45,17,3,0.7,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,45,1,1,1,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,45,5,1,0.45,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,45,7,3,0.9,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Saurauia armata,Actinidiaceae,45,15,4,0.9,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Osbeckia stellata,Melastomataceae,45,1,1,0.1,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Thysanolae latifolia,Gesneriaceae,45,12,5,1.7,Live
52,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,45,Cool broadleaved forest (1500-3000),Benkara fasciculata,Commeliceae,45,15,3,0.5,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,35,32,6,0.85,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Ficus cyrtophylla,Moraceae,35,15,3,0.55,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Xanthozylum bungeanum,Compositae,35,35,8,1.2,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,35,27,5,1.2,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Phlogacanthus vitellinus,Acanthaceae,35,2,1,1.2,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Boehmeria cylindrica,Urticaceae,35,28,5,1,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,35,28,3,0.5,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Koenigia mollis,Polygoceae,35,37,3,0.15,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,35,10,4,1,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Pseudocaryopteris panniculata,Acanthaceae,35,4,1,0.25,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Piper pedicilatum,Piperaceae,35,4,2,1,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Benkara fasciculata,Commeliceae,35,19,4,0.8,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Strobilanthes capitata,Acanthaceae,35,2,1,0.12,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Osbeckia stellata,Melastomataceae,35,5,1,0.15,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Phrynium pubinerve,Marantaceae,35,7,2,0.4,Live
53,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,315,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,35,30,0.5,0.75,Live
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,Warm broad leaved forest (500-1500),Thysanolae latifolia,Gesneriaceae,30,2,2,1.4,Live
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,Warm broad leaved forest (500-1500),Xanthozylum bungeanum,Compositae,30,1,1,1.3,Live
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,Warm broad leaved forest (500-1500),Magnolia pterocarpa,Myrsiceae,30,20,6,1.2,Live
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,Warm broad leaved forest (500-1500),Oxyspora paniculata,Melastomataceae,30,8,3,1.6,Live
54,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,135,Warm broad leaved forest (500-1500),Osbeckia stellata,Melastomataceae,30,12,3,0.8,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Thysanolae latifolia,Gesneriaceae,50,8,3,2.2,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Pouzolzia sanguinea,Urticaceae,50,3,1,0.45,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Sarcoclamys pulcherrima,Urticaceae,50,11,2,0.55,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,50,5,2,1,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Leucosceptrum canum,Labiatae,50,17,3,0.5,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Benkara fasciculata,Commeliceae,50,21,5,0.8,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Pseudocaryopteris panniculata,Acanthaceae,50,3,1,0.7,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Phrynium pubinerve,Marantaceae,50,1,2,1,Live
55,1323,27.061245,90.432257,22,18.4,2151.65,923.65,2210.51,45,Warm broad leaved forest (500-1500),Pseudostachyum polymorphum,Gramineae,50,21,5,0.65,Live
56,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,45,Warm broad leaved forest (500-1500),Hydrangea febrifuga,Hydrangeaceae,75,7,3,0.8,Live
56,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,45,Warm broad leaved forest (500-1500),Amblyanthopsis bhotanica,Primulaceae,75,15,4,0.8,Live
56,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,45,Warm broad leaved forest (500-1500),Xanthozylum bungeanum,Compositae,75,7,4,5,Live
56,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,45,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,75,7,2,0.5,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Pseudostachyum polymorphum,Gramineae,45,13,2,0.9,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Xanthozylum bungeanum,Compositae,45,6,5,0.75,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Clerodendrum japonicum,Verbeceae,45,7,1,1.6,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Dichroa febrifuga,Hydrangeaceae,45,22,3,1.4,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Benkara fasciculata,Commeliceae,45,75,15,1.2,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Piper pedicilatum,Piperaceae,45,27,3,1,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Rubus ellipticus,Rosaceae,45,3,1,1.4,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Baliospermum polyandrum,Euphorbiaceae,45,11,3,1,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Strobilanthes capitata,Acanthaceae,45,3,1,1,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Oxyspora paniculata,Melastomataceae,45,13,2,2,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Maesa chisia,Myrsiceae,45,3,2,3.5,Live
57,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,45,Warm broad leaved forest (500-1500),Artemisia vulgaris,Asteraceae.,45,73,15,2,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Amblyanthopsis bhotanica,Primulaceae,60,30,8,0.7,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,60,10,3,1,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,60,50,10,0.8,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,60,25,6,0.6,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,60,6,1,0.15,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Daphne bhoula,Thymelaeaceae,60,3,1,0.9,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Sarcoclamys pulcherrima,Urticaceae,60,15,4,0.5,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,60,20,6,1,Live
58,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,90,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,60,20,6,0.7,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Blumea aromatica,Compositae,90,15,5,1,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Piper pedicilatum,Piperaceae,90,15,8,1.5,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Strobilanthes exsertia,Acanthaceae,90,1,2,2.8,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,90,5,2,1.8,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Amblyanthopsis bhotanica,Primulaceae,90,30,6,1.2,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Daphne bhoula,Thymelaeaceae,90,5,2,1.2,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Mitrephora harai,Annoceae,90,9,12,4,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,90,8,2,0.7,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Maesa chisia,Myrsiceae,90,3,2,1.5,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,90,2,1,0.5,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Strobilanthes exsertia,Acanthaceae,90,1,1,0.3,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Phlogacanthus thyrsiformis,Acanthaceae,90,2,2,0.6,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Blumea aromatica,Compositae,90,8,2,0.2,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Clerodendrum japonicum,Verbeceae,90,3,3,2.5,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,90,15,5,0.65,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,90,3,1,0.9,Live
59,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,135,Cool broadleaved forest (1500-3000),Strobilanthes exsertia,Acanthaceae,90,15,4,0.6,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,90,20,5,0.6,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,90,7,3,0.7,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Elatostema sessile,Urticaceae,90,20,7,0.8,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Jusminum dispermum,Cupressaceae,90,7,8,2.4,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,90,1,1,1.5,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,90,16,7,2,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Sarcoclamys pulcherrima,Urticaceae,90,20,3,0.3,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,90,1,1,20,Live
60,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,90,Cool broadleaved forest (1500-3000),Strobilanthes exsertia,Acanthaceae,90,15,2,0.25,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,50,6,2,0.8,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Clerodendrum japonicum,Verbeceae,50,2,1,0.4,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Boehmeria cylindrica,Urticaceae,50,3,1,1,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,50,3,1,0.7,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,50,30,6,0.2,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Rubus panniculata,Rosaceae,50,2,2,1.3,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Dichroa febrifuga,Hydrangeaceae,50,25,5,0.5,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,50,5,3,2,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,50,15,4,0.7,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Blumea aromatica,Compositae,50,2,1,1.2,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Strobilanthes exsertia,Acanthaceae,50,18,5,0.75,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,50,25,6,0.8,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,50,27,5,0.6,Live
61,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,225,Cool broadleaved forest (1500-3000),Pouzolzia sanguinea,Urticaceae,50,4,2,3,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Hydrangea febrifuga,Hydrangeaceae,10,6,2,0.8,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,10,35,7,0.7,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Rubus ellipticus,Rosaceae,10,4,2,1.6,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Rubus panniculata,Rosaceae,10,3,3,2.5,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Artemisia vulgaris,Asteraceae.,10,25,6,0.8,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,10,20,4,0.25,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,10,15,3,0.5,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Maoutia puya,Urticaceae,10,5,1,0.3,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Artimesia vulgaris,Gramineae,10,1,1,0.5,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Trevesia palmata,Araliaceae,10,0,10,5,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Baliospermum polyandrum,Euphorbiaceae,10,5,2,0.8,Live
62,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,315,Cool broadleaved forest (1500-3000),Elatostema sessile,Urticaceae,10,7,2,0.6,Live
63,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,270,Cool broadleaved forest (1500-3000),Pseudostachyum polymorphum,Gramineae,40,30,10,0.9,Live
63,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,270,Cool broadleaved forest (1500-3000),Agerati Adenophora,Compositae,40,100,25,0.9,Live
