Plot ID,Elevation_MASL,Latitude,Longitude,Slope..Degrees.,Temp,Ppt,Eto,WB,Aspect,Crown_cover....,Forest_Types,Scientific_me,Family,Height_cm,Age_Years,Plot_Cover.
108,1280,27.044571,90.313469,25,18.61,2228.43,925.51,2232.88,0,65,Warm broad leaved forest (500-1500),Dillenia indica,Dilleniaceae,20,2,30
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Beilschmiedia gammiea,Lauraceae,90,15,2
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Symplocus glomerata,Symplocaceae,150,9,5
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Phoebe attenuata,Lauraceae,90,5,2
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,90,8,4
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Cordia obliqua,Boragiceae,90,6,1
109,1035,26.938002,90.421289,30,19.73,2934.02,933.64,2428.78,315,45,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,150,8,2
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,90,5,2
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Reevesia pubescens,Sterculiaceae,90,9,3
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,90,8,2
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,5,2
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,90,2,5
110,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,315,50,Warm broad leaved forest (500-1500),Knema tenuinervia ,Myristicaceae,60,5,3
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Castanopsis tribuloides,Fagaceae,90,8,2
111,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,315,30,Warm broad leaved forest (500-1500),Albiza procera,Leguminosae,68,5,3
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,90,4,2
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Dryepetes indica,Euphorbiaceae,150,15,2
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,90,10,3
112,1259,26.945234,90.431609,20,18.52,3083.88,907.16,2625.48,135,60,Warm broad leaved forest (500-1500),Gynocardia ordorata,Flacourtiaceae,200,9,2
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,90,9,2
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,60,5,2
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Phoebe attenuata,Lauraceae,90,5,3
113,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,315,60,Warm broad leaved forest (500-1500),Altingia excelsa,Hamamelidaceae,90,5,2
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,90,5,2
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,60,6,2
114,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,0,70,Warm broad leaved forest (500-1500),Phoebe attenuata,Lauraceae,90,6,2
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Cinmomum glaucescens,Lauraceae,90,6,2
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,90,5,2
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,90,6,3
115,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,180,80,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,60,5,2
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Ficus nervosa,Moraceae,90,5,3
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Acer sterculiaceum,Aceraceae,60,8,2
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Ficus neriifolia,Moraceae,90,5,2
116,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,225,90,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,60,5,2
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Lithocarpus elegans,Fagaceae,60,6,2
117,1605,26.943589,90.45644,24,16.62,3004.31,863.57,2527.82,225,60,Cool broadleaved forest (1500-3000),Litsea monopetala,Lauraceae,90,9,2
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,68,2,2
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Knema tenuinervia ,Myristicaceae,90,5,5
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Syzygium cumini,Myrtaceae,70,6,5
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,90,6,2
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Rhus succedanea,Acardiaceae,90,2,10
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Pandanus nepalensis,Pandaceae,80,5,2
118,1130,26.932497,90.475301,35,19.2,2863,920.6,2315.31,90,60,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,90,5,2
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,90,8,2
119,1220,26.931449,90.471673,17,18.71,3272.45,909.13,2725.3,45,40,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,90,5,2
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Macaranga denticulata,Euphorbiaceae,80,8,5
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,90,6,20
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Macropax dispermus,Araliaceae,60,5,2
120,1358,26.936029,90.468649,35,17.96,2832.52,892.85,2302.94,90,40,Warm broad leaved forest (500-1500),Engelhardia spicata,Juglandaceae,80,9,2
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Symplocus lucida,Symplocaceae,90,5,2
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Litsea monopetala,Lauraceae,80,5,2
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Cinmomum glanduliferum,Lauraceae,80,6,2
121,1591,26.939053,90.467407,10,16.69,3360.27,864.36,2855.45,45,60,Cool broadleaved forest (1500-3000),Symplocus lucida,Symplocaceae,80,4,2
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Betula alnoides,Betulaceae,90,5,2
122,1293,26.940831,90.473934,45,18.32,2580.85,901.98,2060.97,0,30,Warm broad leaved forest (500-1500),Macaranga denticulata,Euphorbiaceae,90,5,2
123,1163,26.940903,90.478324,33,19.04,2828.7,918.25,2332.4,0,40,Warm broad leaved forest (500-1500),Alstonia scholaris,Apocyceae,90,5,2
124,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,0,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,4,2
125,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,0,20,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,60,5,2
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,80,5,2
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Albizia lucidior,Leguminosae,80,5,2
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,90,9,2
126,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,0,50,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,5,2
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Bridelia retusa,Euphorbiaceae,70,6,25
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Syzygium operculatum,Myrtaceae,20,5,5
127,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,90,40,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,50,4,5
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Bridelia retusa,Euphorbiaceae,60,5,5
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Reevesia pubescens,Sterculiaceae,60,5,5
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,50,5,8
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,60,7,20
128,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,315,50,Warm broad leaved forest (500-1500),Albiza procera,Leguminosae,40,5,4
129,663,26.953411,90.531838,38,21.8,2602.46,983.39,2170.17,45,58,Warm broad leaved forest (500-1500),Magnolia hogdsonii,Magnoliaceae,50,5,5
129,663,26.953411,90.531838,38,21.8,2602.46,983.39,2170.17,45,58,Warm broad leaved forest (500-1500),Myrica esculenta,Myricaceae,60,7,20
130,585,26.95511,90.525788,30,22.23,2755.06,993.5,2348.53,270,40,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,20,2,5
130,585,26.95511,90.525788,30,22.23,2755.06,993.5,2348.53,270,40,Warm broad leaved forest (500-1500),Myrica esculenta,Myricaceae,80,8,5
132,389,26.953151,90.508695,22,23.3,2947.49,1017.59,2543.56,225,50,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,20,5,5
132,389,26.953151,90.508695,22,23.3,2947.49,1017.59,2543.56,225,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,40,5,20
133,540,26.946169,90.518964,30,22.46,2835.2,997.24,2379.67,225,50,Warm broad leaved forest (500-1500),Myrica esculenta,Myricaceae,10,2,4
133,540,26.946169,90.518964,30,22.46,2835.2,997.24,2379.67,225,50,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,4,2,2
133,540,26.946169,90.518964,30,22.46,2835.2,997.24,2379.67,225,50,Warm broad leaved forest (500-1500),Symplocus sumuntia,Symplocaceae,20,5,5
133,540,26.946169,90.518964,30,22.46,2835.2,997.24,2379.67,225,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,30,4,4
134,357,26.939943,90.521033,27,23.45,2955.55,1018.8,2469.18,270,60,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,60,5,5
134,357,26.939943,90.521033,27,23.45,2955.55,1018.8,2469.18,270,60,Warm broad leaved forest (500-1500),Aphamaxis polystacya,Meliaceae,20,4,2
135,390,26.940362,90.511669,22,23.27,3063.83,1014.76,2583.28,45,50,Warm broad leaved forest (500-1500),Aphamaxis polystacya,Meliaceae,20,4,2
136,353,26.898976,90.433494,0,23.39,4039.34,1010.65,3236.6,270,30,Sub-tropical forest (100-500),Schima wallichii,Theaceae,60,5,2
136,353,26.898976,90.433494,0,23.39,4039.34,1010.65,3236.6,270,30,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,80,5,5
136,353,26.898976,90.433494,0,23.39,4039.34,1010.65,3236.6,270,30,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,60,5,5
137,493,26.91453,90.444251,10,22.65,3617.01,996.43,2955.89,180,25,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,90,4,2
138,563,26.915837,90.440172,20,22.27,3368.2,987.96,2726.02,45,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,90,4,2
139,517,26.918264,90.436432,20,22.53,3344.54,994.22,2720.1,225,30,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,90,4,2
140,515,26.924954,90.432194,35,22.56,2944.05,995.88,2361.17,180,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,80,9,2
140,515,26.924954,90.432194,35,22.56,2944.05,995.88,2361.17,180,40,Warm broad leaved forest (500-1500),Murraya paniculata,Rutaceae,90,5,2
141,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,90,30,Sub-tropical forest (100-500),Alstonia scholaris,Apocyceae,90,5,2
141,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,90,30,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,90,9,8
141,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,90,30,Sub-tropical forest (100-500),Ficus racemosa,Moraceae,90,8,2
141,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,90,30,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,90,10,2
142,644,26.92597,90.420319,13,21.85,3433.89,979.97,2856.99,315,25,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,60,8,2
143,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,180,60,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,80,5,2
143,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,180,60,Sub-tropical forest (100-500),Castanopsis tribuloides,Fagaceae,60,9,2
143,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,180,60,Sub-tropical forest (100-500),Aphamaxis polystacya,Meliaceae,60,5,2
143,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,180,60,Sub-tropical forest (100-500),Glochidion acumitum,Euphorbiaceae,60,5,2
143,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,180,60,Sub-tropical forest (100-500),Michelia doltsapa,Magnoliaceae,60,6,2
144,382,26.903852,90.436092,4,23.24,3882.6,1008.05,3129.49,180,20,Sub-tropical forest (100-500),Syzygium cumini,Myrtaceae,40,5,2
144,382,26.903852,90.436092,4,23.24,3882.6,1008.05,3129.49,180,20,Sub-tropical forest (100-500),lagerstroemia speciosa,Lythraceae,90,5,2
144,382,26.903852,90.436092,4,23.24,3882.6,1008.05,3129.49,180,20,Sub-tropical forest (100-500),Schima wallichii,Theaceae,60,5,2
145,405,26.918404,90.491804,7,23.14,3634.63,1008.25,2997.97,45,40,Sub-tropical forest (100-500),Neolitsea cassia,Lauraceae,0,0,0
146,450,26.921374,90.491924,27,22.9,3139.15,1003.25,2535.86,45,40,Sub-tropical forest (100-500),Phoebe attenuata,Lauraceae,7,2,1
147,435,26.923953,90.491011,27,22.99,3114.3,1005.67,2528.16,45,40,Sub-tropical forest (100-500),Phoebe attenuata,Lauraceae,7,2,1
148,470,26.927284,90.487684,28,22.81,3060.91,1002,2495.5,180,40,Sub-tropical forest (100-500),Phoebe attenuata,Lauraceae,7,2,1
149,386,26.91272,90.484821,25,23.24,3272.39,1009.43,2611.65,180,40,Sub-tropical forest (100-500),Schima wallichii,Theaceae,2,5,1
149,386,26.91272,90.484821,25,23.24,3272.39,1009.43,2611.65,180,40,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,25,4,1
150,469,26.916587,90.483691,28,22.79,3165.94,999.87,2530.74,270,40,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,25,4,1
151,957,26.928758,90.471957,5,20.14,3580.33,941.44,3008.65,90,95,Sub-tropical forest (100-500),Syzygium tetragonum,Myrtaceae,5,3,25
152,1030,26.928758,90.471957,38,19.74,2834.06,932.31,2261.82,45,60,Sub-tropical forest (100-500),Syzygium tetragonum,Myrtaceae,5,3,25
153,762,26.923555,90.476554,40,21.2,2838.22,964.71,2235.5,135,95,Sub-tropical forest (100-500),Oroxylum indicum,Bignoniaceae,0.15,5,5
153,762,26.923555,90.476554,40,21.2,2838.22,964.71,2235.5,135,95,Sub-tropical forest (100-500),Ailanthus grandis,Alangiaceae,0.6,5,5
154,363,26.895308,90.544089,20,23.33,3555.15,1008.62,2762.05,270,30,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,40,7,5
154,363,26.895308,90.544089,20,23.33,3555.15,1008.62,2762.05,270,30,Sub-tropical forest (100-500),Beilschmiedia gammiea,Lauraceae,60,5,4
155,412,26.900101,90.546163,15,23.07,3622.36,1003.51,2858.49,180,30,Sub-tropical forest (100-500),Osmanthus suavis,Oleaceae,30,4,20
155,412,26.900101,90.546163,15,23.07,3622.36,1003.51,2858.49,180,30,Sub-tropical forest (100-500),Macaranga peltata,Euphorbiaceae,0,4,20
155,412,26.900101,90.546163,15,23.07,3622.36,1003.51,2858.49,180,30,Sub-tropical forest (100-500),Cinmomum virum,Lauraceae,30,4,20
156,532,26.903881,90.551045,15,22.42,3580.15,989.31,2843.3,270,50,Sub-tropical forest (100-500),Cinmomum virum,Lauraceae,40,5,5
156,532,26.903881,90.551045,15,22.42,3580.15,989.31,2843.3,270,50,Sub-tropical forest (100-500),Stereospermum chelonoides,Bignoniaceae,30,5,5
156,532,26.903881,90.551045,15,22.42,3580.15,989.31,2843.3,270,50,Sub-tropical forest (100-500),Albizia lebbeck,Leguminosae,15,5,2
156,532,26.903881,90.551045,15,22.42,3580.15,989.31,2843.3,270,50,Sub-tropical forest (100-500),Trewia nudiflora,Euphorbiaceae,20,4,2
156,532,26.903881,90.551045,15,22.42,3580.15,989.31,2843.3,270,50,Sub-tropical forest (100-500),Termilia myriocarpa,Combretaceae,15,5,0.5
157,574,26.906261,90.553161,5,22.19,3796.56,984.56,3060.49,135,30,Warm broad leaved forest (500-1500),Cinmomum virum,Lauraceae,40,7,5
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Cinmomum virum,Lauraceae,60,5,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,40,4,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Lepisanthes senegalensis,Sapindaceae,20,5,2
158,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,225,60,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,30,5,2
159,747,26.909073,90.558701,24,21.25,3312.28,963.53,2618.03,315,60,Warm broad leaved forest (500-1500),Termilia tomentosa  ,Combretaceae,10,5,4
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,60,5,2
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,60,5,20
160,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,45,30,Sub-tropical forest (100-500),Rhododendron arboreum,Ericaceae,50,2,1
161,512,26.921957,90.545361,35,22.57,2943.08,995.63,2335.88,0,30,Sub-tropical forest (100-500),Cinmomum virum,Lauraceae,90,8,2
161,512,26.921957,90.545361,35,22.57,2943.08,995.63,2335.88,0,30,Sub-tropical forest (100-500),Prunus cerasoides,Rosaceae,80,8,2
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,38,Warm broad leaved forest (500-1500),Butea Monosperma,Fabaceae,90,5,20
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,38,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,60,5,2
162,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,135,39,Warm broad leaved forest (500-1500),Michelia doltsapa,Magnoliaceae,60,6,5
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,5,1,1
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Alnus nepalensis,Betulaceae,200,3,70
163,645,26.870013,90.190148,15,21.73,4072.17,968.03,3060.5,225,80,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,35,1,3
164,682,26.868244,90.186087,10,21.53,4223.79,963.04,3179.86,135,30,Warm broad leaved forest (500-1500),Ficus roxburgii,Moraceae,10,1,1
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,200,2,4
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,55,2,1
165,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,180,90,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,350,4,20
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Phoebe lanceolata,Lauraceae,70,2,3
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Albizia lucidior,Leguminosae,4,1,1
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Schima wallichii,Theaceae,800,7,90
166,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,180,70,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,180,3,7
167,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,180,30,Sub-tropical forest (100-500),Albizia lucidior,Leguminosae,11,1,5
168,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,135,45,Sub-tropical forest (100-500),Neolitsea cassia,Lauraceae,95,2,3
169,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,225,35,Sub-tropical forest (100-500),Neolitsea cassia,Lauraceae,95,2,3
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Trewia nudiflora,Euphorbiaceae,30,1,5
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Albizia lebbeck,Leguminosae,4,1,2
170,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,225,60,Sub-tropical forest (100-500),Dillenia indica,Dilleniaceae,1.2,3,34
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Brassaiopsis hainla,Araliaceae,90,3,40
171,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,45,60,Sub-tropical forest (100-500),Mallotus philippinensis,Euphorbiaceae,1,2,3
172,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,135,60,Warm broad leaved forest (500-1500),Mallotus philippinensis,Euphorbiaceae,1,2,3
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,20,5,5
173,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,90,60,Warm broad leaved forest (500-1500),Ostodes paniculata,Euphorbiaceae,20,5,4
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,20,4,20
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Reevesia pubescens,Sterculiaceae,90,5,5
174,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,0,40,Sub-tropical forest (100-500),Castanopsis indica,Fagaceae,30,5,2
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Pterospermum acerifolium,Sterculiaceae,30,5,5
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Cinmomum glanduliferum,Lauraceae,30,5,20
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Litsea monopetala,Lauraceae,30,5,20
175,543,26.884134,90.587,15,22.32,3788.15,983.77,2894.82,315,40,Sub-tropical forest (100-500),Glochidion acumitum,Euphorbiaceae,30,4,2
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Pterospermum acerifolium,Sterculiaceae,40,5,2
176,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,315,50,Warm broad leaved forest (500-1500),Syzygium formosum,Myrtaceae,90,7,2
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Cinmomum glanduliferum,Lauraceae,20,5,5
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Mangifera sylvatica,Acardiaceae,20,5,2
177,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,315,20,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,6,20
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Litsea monopetala,Lauraceae,20,5,25
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,20,4,5
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,30,4,25
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,4,20
178,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,315,40,Warm broad leaved forest (500-1500),Lithocarpus elegans,Fagaceae,20,5,2
#N/A,1083,26.882779,90.599534,15,19.36,3799.94,915.98,2887.71,0,48,Warm broad leaved forest (500-1500),Castanopsis indica,Fagaceae,20,5,25
