plot_id,stratum,richness,abundance,shannon,simpson,inv_simpson,evenness,elevation,latitude,longitude,slope,temperature,precipitation,eto,water_balance,aspect
71,Trees,11,13,2.3516733019046305,0.8994082840236686,9.941176470588234,0.9807239409418417,1179,27.047425,90.383377,16,19.17,2366.07,938.74,2407.1,2
72,Trees,5,9,1.4270610433807247,0.7160493827160495,3.5217391304347827,0.886682880001534,1566,27.075981,90.353133,9,17.1,2323.44,896.39,2478.44,8
73,Trees,5,14,1.2963611597910563,0.6734693877551021,3.0625000000000004,0.8054744763843985,1532,27.08004,90.347693,5,17.3,2376.83,901.5,2558.1,4
74,Trees,7,11,1.666332585328325,0.743801652892562,3.9032258064516134,0.8563255534369274,1585,27.076638,90.346793,25,17,2022.71,894.15,2116.44,5
75,Trees,4,16,1.3208883431493221,0.71875,3.5555555555555554,0.9528195311147832,1669,27.074814,90.343486,14,16.54,2237.37,883.27,2370.68,5
76,Trees,8,12,2.0228085294147036,0.8611111111111112,7.199999999999999,0.9727652780181634,1696,27.085629,90.378053,15,16.41,2145.84,882.18,2302.69,7
77,Trees,5,19,1.3371453500728239,0.6980609418282548,3.3119266055045875,0.8308151185841873,1672,27.085553,90.374162,13,16.54,2184.37,885.16,2349.66,4
78,Trees,6,9,1.6769877743224173,0.7901234567901234,4.764705882352941,0.935944697445866,1032,27.053226,90.39404,1,19.98,2623.38,958.34,2726.44,3
79,Trees,8,15,1.771623955677366,0.7733333333333333,4.411764705882352,0.851971031725275,1087,27.058336,90.395895,17,19.69,2272.24,952.54,2347.25,1
8,Trees,9,9,2.1972245773362196,0.8888888888888888,9,1,1228,27.057348,90.435861,23,18.92,2156.64,934.71,2200.51,5
80,Trees,7,10,1.7480673485460894,0.78,4.545454545454545,0.8983289127685206,1086,27.063318,90.39539,7,19.71,2433.94,953.72,2557.59,5
81,Trees,11,15,2.3034884952192693,0.8888888888888888,9,0.9606293157795305,1568,27.079149,90.351268,17,17.1,2153.11,896.81,2288.12,8
82,Trees,4,7,1.277034259466139,0.6938775510204083,3.266666666666667,0.9211854965885543,1638,27.086141,90.371696,30,16.73,1875.39,889.53,1964.83,8
83,Trees,7,11,1.893788232391138,0.8429752066115702,6.368421052631579,0.973214633425146,1474,27.058455,90.387378,12,17.57,2369.77,904.19,2457.08,7
84,Trees,3,7,0.796311640173813,0.44897959183673464,1.8148148148148147,0.7248340915057598,1288,27.059817,90.384143,15,18.59,2303.64,927.73,2388.55,2
85,Trees,2,11,0.47413931305783735,0.2975206611570247,1.4235294117647057,0.6840384356390417,1153,27.056613,90.382922,6,19.33,2501.53,943.93,2604.4,7
86,Trees,5,9,1.303092403761719,0.6419753086419753,2.7931034482758617,0.809656833416415,1861,27.051892,90.382273,5,15.44,2554.1,854.43,2632.29,4
87,Trees,7,11,1.7986522062521288,0.8099173553719008,5.260869565217392,0.924324387292664,1598,27.067908,90.385628,10,16.91,2347.73,890.69,2471.04,5
88,Trees,7,12,1.748155457247676,0.7916666666666667,4.800000000000001,0.8983741916842144,1477,27.063062,90.387096,25,17.56,2095.06,904.79,2148.69,6
89,Trees,4,11,1.2945451658448959,0.7107438016528926,3.4571428571428573,0.933816945485606,1317,27.07579,90.319535,25,18.47,2033.51,927.47,2131.28,5
9,Trees,4,5,1.3321790402101223,0.72,3.571428571428571,0.9609640474436812,1203,27.065166,90.432574,15,19.07,2258.47,939.48,2357.83,5
90,Trees,5,8,1.3862943611198906,0.6875,3.2,0.8613531161467861,1327,27.079725,90.317987,12,18.42,2250.9,927.05,2412.92,5
91,Trees,6,10,1.6957425341696346,0.8,5,0.9464119282150146,512,26.921957,90.545361,35,22.57,2943.08,995.63,2335.88,3
92,Trees,8,15,1.8065071652616693,0.7822222222222222,4.591836734693877,0.8687463095511299,1321,27.082492,90.322164,7,18.46,2328.66,928.39,2515.92,4
93,Trees,5,7,1.4750763110546947,0.7346938775510204,3.7692307692307696,0.9165164431996023,1410,27.084467,90.326142,15,17.97,2164.17,917.68,2326.37,8
94,Trees,4,6,1.242453324894,0.6666666666666667,3,0.8962406251802889,1552,27.085634,90.330809,9,17.2,2269.12,900.18,2454.84,8
95,Trees,3,6,0.8675632284814612,0.5,2,0.7896900821428474,522,26.924023,90.547898,35,22.52,2922.97,994.81,2328.39,7
96,Trees,5,8,1.4941751382893083,0.75,4,0.9283832117695864,526,26.925611,90.552159,18,22.5,3285.2,994.65,2706.18,3
97,Trees,5,7,1.5498260458782016,0.7755102040816326,4.454545454545455,0.9629610647945144,1312,27.085488,90.318041,3,18.51,2388.76,930.15,2598.19,7
98,Trees,2,7,0.410116318288409,0.24489795918367352,1.3243243243243243,0.5916727785823274,1416,27.093329,90.315248,12,17.96,2170.43,918.8,2369.28,1
99,Trees,3,7,0.796311640173813,0.44897959183673464,1.8148148148148147,0.7248340915057598,1458,27.098571,90.32018,10,17.74,2176.31,914.66,2395.71,7
1,Shrubs,5,195,0.8291596649532325,0.43839579224194614,1.7806134394755329,0.5151858661631864,1668,27.040259,90.429503,29,16.47,2155.82,876.1,2115.02,6
10,Shrubs,6,54,1.3778549487493648,0.6893004115226338,3.2185430463576163,0.7689954887432446,1101,27.064294,90.439079,2,19.63,2516.62,952.05,2653.82,1
100,Shrubs,2,90,0.5908422462755826,0.4012345679012346,1.6701030927835052,0.8524051786494786,1463,27.10107,90.313877,4,17.72,2276.46,914.56,2525.24,7
101,Shrubs,5,141,1.4163552630701943,0.7382928424123535,3.8210647703248126,0.880031004692881,1375,27.089892,90.318006,25,18.18,1953.34,923.2,2086.13,2
102,Shrubs,3,112,1.0877797366398703,0.6592793367346939,2.9349555451567615,0.9901397862194203,747,26.909073,90.558701,24,21.25,3312.28,963.53,2618.03,6
103,Shrubs,3,110,1.070235949193081,0.6487603305785123,2.8470588235294114,0.9741707427017493,451,26.921386,90.542636,10,22.9,3517.25,1003.13,2904.39,5
104,Shrubs,3,125,1.0509134745090587,0.6368,2.7533039647577096,0.9565826682888481,646,26.909146,90.556305,20,21.81,3404.91,976.17,2710.35,8
105,Shrubs,3,110,1.0594782926538544,0.640495867768595,2.7816091954022992,0.9643787017331664,574,26.906261,90.553161,5,22.19,3796.56,984.56,3060.49,7
107,Shrubs,1,45,0,0,1,NA,363,26.895308,90.544089,20,23.33,3555.15,1008.62,2762.05,2
108,Shrubs,4,86,1.0691251685578795,0.6179015684153596,2.617126680820948,0.771210789384015,412,26.900101,90.546163,15,23.07,3622.36,1003.51,2858.49,4
109,Shrubs,1,30,0,0,1,NA,1129,27.05076,90.36301,14,19.45,2387.44,945.69,2448.67,5
11,Shrubs,6,31,1.6432068877139063,0.7845993756503642,4.642512077294686,0.9170912256553333,1434,26.948452,90.434213,20,17.57,3053.43,885.97,2612.01,6
110,Shrubs,1,10,0,0,1,NA,1153,26.881392,90.603159,24,18.97,3595.66,906.94,2686.62,3
111,Shrubs,3,50,0.639031859650177,0.33999999999999986,1.515151515151515,0.5816718657178868,1270,26.88151,90.606473,22,18.33,3641.51,892.34,2728.79,6
112,Shrubs,1,10,0,0,1,NA,1116,27.049777,90.341168,3,19.52,2619.48,947.11,2707.3,5
115,Shrubs,1,10,0,0,1,NA,1170,27.055799,90.359268,7,19.23,2492.68,941.63,2591.44,7
116,Shrubs,1,20,0,0,1,NA,1086,27.052492,90.367512,23,19.69,2202.63,951.43,2238.98,8
117,Shrubs,2,93,0.1425058673927378,0.06243496357960443,1.0665926748057712,0.20559250818508307,1137,27.048838,90.349776,15,19.4,2383.87,944.28,2436.14,5
118,Shrubs,1,20,0,0,1,NA,1083,26.882779,90.599534,15,19.36,3799.94,915.98,2887.71,3
119,Shrubs,3,42,0.8515842539195699,0.54421768707483,2.194029850746269,0.7751453926953416,1084,27.047991,90.379133,18,19.69,2324.53,950.73,2362.74,3
12,Shrubs,5,51,1.4606520994523908,0.750480584390619,4.007704160246533,0.907554176627611,1470,26.947789,90.44284,15,17.37,3168.85,881.33,2723.95,3
120,Shrubs,4,92,1.021253609523689,0.5860113421550095,2.415525114155251,0.73667875897489,1089,27.048535,90.371103,17,19.66,2342.08,950.22,2386.01,6
121,Shrubs,3,20,1.0397207708399179,0.625,2.6666666666666665,0.946394630357186,475,26.884809,90.581893,17,22.69,3732.93,992.41,2850,3
122,Shrubs,2,22,0.30463609734923813,0.16528925619834722,1.1980198019801982,0.43949698692151334,1133,27.046918,90.357621,4,19.42,2615.16,944.38,2688.49,6
123,Shrubs,4,65,1.2047933096947843,0.6627218934911242,2.964912280701754,0.8690746665964332,654,26.882458,90.589523,15,21.71,3806.55,969.54,2897.82,6
124,Shrubs,1,5,0,0,1,NA,799,26.883035,90.593477,17,20.91,3749.64,951.53,2847.54,6
125,Shrubs,2,15,0.6365141682948128,0.4444444444444444,1.7999999999999998,0.9182958340544894,890,26.882591,90.596188,12,20.41,3877.44,940.06,2959.84,6
127,Shrubs,2,50,0.5004024235381879,0.31999999999999984,1.4705882352941173,0.7219280948873623,1394,27.066416,90.300928,11,18.03,2357.47,915.87,2482.13,6
128,Shrubs,3,80,0.9743147528693494,0.59375,2.4615384615384617,0.8868595071429147,1160,27.060063,90.325592,2,19.3,2572.42,943.78,2701.4,4
129,Shrubs,2,125,0.6923469670899615,0.4992,1.996805111821086,0.9988455359952018,890,26.857785,90.59288,21,20.36,3946.62,934.83,2836.29,7
13,Shrubs,7,43,1.5375140508887675,0.7160627366143861,3.521904761904762,0.7901259221219381,1458,27.032986,90.423497,16,17.61,2456.04,900.81,2436.72,8
130,Shrubs,5,165,1.4266143371809443,0.724775022956841,3.6333911650874144,0.8864053258341261,1045,26.859914,90.596602,20,19.52,3944.91,915.9,2848.81,1
132,Shrubs,1,40,0,0,1,NA,1227,27.050532,90.317169,18,18.91,2321.9,933.39,2371.74,3
133,Shrubs,1,20,0,0,1,NA,1280,27.044571,90.313469,25,18.61,2228.43,925.51,2232.88,3
134,Shrubs,3,43,0.9707692627777185,0.5949161709031909,2.4686248331108147,0.8836322629838955,1266,27.039551,90.305893,1,18.67,2743.1,926.2,2793.77,3
135,Shrubs,3,50,1.0549201679861442,0.6399999999999999,2.7777777777777772,0.9602297178607612,1223,27.058107,90.311665,1,18.95,2609.57,935.49,2733.62,1
136,Shrubs,2,20,0.6931471805599453,0.5,2,1,1318,27.057149,90.302347,17,18.42,2301.2,923.41,2376.61,5
137,Shrubs,1,20,0,0,1,NA,821,26.85552,90.594784,25,20.74,3873.34,942.98,2753.47,5
139,Shrubs,1,5,0,0,1,NA,1203,27.04862,90.334395,25,19.04,2197.41,935.99,2214.65,5
14,Shrubs,13,78,2.2120313851775957,0.863905325443787,7.347826086956523,0.8624074306741032,1520,27.030838,90.423961,36,17.26,2089.44,892.61,1990.54,2
140,Shrubs,1,40,0,0,1,NA,329,26.83746,90.608453,15,23.4,4352.4,1000.66,3039.54,4
141,Shrubs,2,40,0.6931471805599453,0.5,2,1,479,26.845475,90.608699,34,22.59,3767.66,983.6,2582.5,2
142,Shrubs,2,15,0.6365141682948128,0.4444444444444444,1.7999999999999998,0.9182958340544894,372,26.840526,90.609688,16,23.17,4285.82,995.94,3006.22,7
143,Shrubs,2,4,0.6931471805599453,0.5,2,1,520,26.849019,90.606233,36,22.37,3677.25,979.23,2526.22,1
144,Shrubs,3,25,1.0549201679861442,0.6399999999999999,2.7777777777777772,0.9602297178607612,611,26.851145,90.603119,20,21.88,4050.12,968.3,2880.75,1
145,Shrubs,3,90,0.8675632284814612,0.5,2,0.7896900821428474,655,26.852205,90.599982,28,21.64,3837.18,963.03,2696.93,3
146,Shrubs,2,94,0.6543912549266473,0.46174739701222267,1.8578637510513034,0.9440870182837795,718,26.854184,90.596642,20,21.3,4014.62,955.57,2871.59,1
147,Shrubs,1,90,0,0,1,NA,262,26.842026,90.193523,5,23.77,4693.42,1010,3379.77,7
148,Shrubs,4,137,1.1029254291636004,0.616442005434493,2.6071676621753017,0.795592523562329,1196,27.052481,90.328958,30,19.08,2081.61,937.68,2091.15,3
149,Shrubs,1,10,0,0,1,NA,338,26.834807,90.609049,22,23.34,4203.6,998.98,2889.46,7
151,Shrubs,2,35,0.410116318288409,0.24489795918367352,1.3243243243243243,0.5916727785823274,486,26.8831,90.194407,34,22.63,3454.87,990.67,2590.43,5
152,Shrubs,3,85,1.0176029861159162,0.6089965397923875,2.5575221238938055,0.9262621550953118,456,26.882367,90.200879,8,22.79,4099.93,994.27,3178.78,8
153,Shrubs,2,56,0.6905939864775922,0.49744897959183676,1.9898477157360408,0.9963165195589622,436,26.876267,90.206768,30,22.89,3622.28,995.48,2699.43,8
154,Shrubs,5,111,1.2412425820020274,0.6541676811947083,2.891574747711805,0.7712273784608333,389,26.953151,90.508695,22,23.3,2947.49,1017.59,2543.56,8
155,Shrubs,3,60,1.0114042647073518,0.6111111111111112,2.571428571428571,0.920619835714305,540,26.946169,90.518964,30,22.46,2835.2,997.24,2379.67,8
156,Shrubs,2,20,0.6931471805599453,0.5,2,1,357,26.939943,90.521033,27,23.45,2955.55,1018.8,2469.18,2
157,Shrubs,4,98,1.2809123679513532,0.6997084548104956,3.3300970873786406,0.9239829605283782,390,26.940362,90.511669,22,23.27,3063.83,1014.76,2583.28,5
158,Shrubs,2,60,0.5004024235381879,0.31999999999999984,1.4705882352941173,0.7219280948873623,510,26.885289,90.185671,1,22.5,4250.56,988.13,3331.62,7
159,Shrubs,2,40,0.6931471805599453,0.5,2,1,790,26.948374,90.540515,32,21.1,2767.95,966.45,2317.33,1
16,Shrubs,4,16,1.234244945579329,0.6640625,2.9767441860465116,0.8903195311147832,1392,27.037402,90.420951,32,17.98,2120.78,910,2062.8,6
160,Shrubs,2,45,0.6869615765973234,0.49382716049382713,1.975609756097561,0.9910760598382222,760,26.944756,90.533992,45,21.25,2533.02,969.44,2037.46,6
161,Shrubs,2,30,0.6365141682948128,0.4444444444444444,1.7999999999999998,0.9182958340544894,663,26.953411,90.531838,38,21.8,2602.46,983.39,2170.17,5
162,Shrubs,2,22,0.30463609734923813,0.16528925619834722,1.1980198019801982,0.43949698692151334,585,26.95511,90.525788,30,22.23,2755.06,993.5,2348.53,2
163,Shrubs,4,49,1.0083859068736662,0.5531028738025823,2.2376514445479962,0.7273966735744792,560,26.949635,90.520314,55,22.36,2299.63,995.47,1802.96,8
164,Shrubs,4,24,1.1269287948006759,0.625,2.6666666666666665,0.8129072918469556,354,26.870022,90.209988,30,23.33,3692.44,1004.41,2719.44,7
165,Shrubs,8,32,1.7496522544628956,0.771484375,4.3760683760683765,0.8414048769312715,343,26.869789,90.216851,11,23.39,4169.43,1005.74,3147.62,4
166,Shrubs,9,32,1.8249567573682994,0.7890625,4.7407407407407405,0.8305736137271709,341,26.843629,90.182723,30,23.34,4016.57,1000.47,2811.89,1
167,Shrubs,7,106,1.2987991120855917,0.6625133499466002,2.963080168776371,0.6674507107720896,338,26.846465,90.181236,35,23.37,3856.6,1001.44,2690.38,6
168,Shrubs,10,34,1.819530964823453,0.7577854671280277,4.128571428571429,0.7902122576749254,1353,27.001734,90.562104,10,18.12,2779.49,907.34,2630.42,8
169,Shrubs,12,75,2.2540997908523193,0.8807111111111111,8.383010432190758,0.9071164870698977,926,27.011474,90.528688,18,20.48,2547.31,962.77,2434.94,7
17,Shrubs,2,59,0.32879120265774,0.18270611893134148,1.223550087873462,0.4743454375622396,1493,26.945033,90.448376,25,17.24,2971.3,877.87,2504.68,4
170,Shrubs,9,75.5,1.6924971193034142,0.7492653830972326,3.988280566730803,0.7702886344714449,682,26.868244,90.186087,10,21.53,4223.79,963.04,3179.86,7
171,Shrubs,7,59,1.068850987971866,0.505027291008331,2.0203134068485205,0.5492807509590123,648,26.866997,90.193911,20,21.71,3980.4,967.02,2955.89,4
172,Shrubs,2,12,0.45056120886630463,0.2777777777777777,1.3846153846153844,0.6500224216483541,581,26.862943,90.198932,35,22.07,3655.99,974.54,2629.16,4
173,Shrubs,1,2,0,0,1,NA,734,27.014614,90.532258,32,21.54,2249.62,987.44,2110.15,6
174,Shrubs,1,20,0,0,1,NA,1083,27.005524,90.528304,15,19.61,2653.88,941.89,2519.57,1
175,Shrubs,2,60,0.6365141682948128,0.4444444444444444,1.7999999999999998,0.9182958340544894,267,26.845273,90.189045,15,23.75,4382.42,1010.06,3144.76,8
176,Shrubs,3,32,0.8305236914828463,0.5078125,2.0317460317460316,0.7559752426306121,260,26.846215,90.184637,1,23.79,4749.68,1011.14,3459.62,5
177,Shrubs,1,30,0,0,1,NA,1297,27.00145,90.55615,17,18.43,2637.49,914.28,2475.74,2
18,Shrubs,12,101,2.301229302534364,0.8838349181452798,8.6084388185654,0.9260827978108124,1471,26.944426,90.45351,22,17.36,3041.34,880.49,2573.14,8
180,Shrubs,3,71,0.7473122768381871,0.5038682801031541,2.0155937624950018,0.6802329489179324,1327,27.014709,90.510344,31,18.29,2272.93,913.33,2130.89,8
181,Shrubs,3,220,0.8158498651845185,0.475206611570248,1.9055118110236224,0.7426185503291656,1314,27.008339,90.514026,35,18.35,2240.99,913.61,2059.78,8
182,Shrubs,4,111,0.7538435710620094,0.42772502231961695,1.7474117146504042,0.5437831907885939,1367,27.002217,90.518822,20,18.04,2579.36,905.69,2416.02,2
183,Shrubs,7,55,1.6378628771107746,0.7834710743801653,4.618320610687023,0.8416950175761778,1284,27.003753,90.524924,10,18.5,2772.76,916.39,2636.42,5
184,Shrubs,5,105,1.2035750992500946,0.6122448979591837,2.5789473684210527,0.7478232555301358,1168,27.00755,90.520556,33,19.14,2283.17,931.69,2107.52,5
185,Shrubs,6,28,1.2378266633504993,0.6224489795918368,2.6486486486486487,0.690844214644387,916,27.013436,90.57428,35,20.54,2191.84,964.44,2030.6,3
186,Shrubs,8,160,1.6882930336104565,0.75,4,0.8118973290523966,971,27.015343,90.570674,32,20.24,2235.87,957.96,2092.68,6
187,Shrubs,9,110,1.8521743970572275,0.8039669421487603,5.101180438448567,0.8429608953776997,942,27.010322,90.577664,45,20.39,2028.59,960.53,1813.09,3
188,Shrubs,7,69,1.5190771605727478,0.7250577609745852,3.637127578304049,0.7806512347500827,1318,27.017551,90.507153,18,18.34,2507.4,915.06,2416.77,8
189,Shrubs,2,23,0.5235863374812598,0.3402646502835538,1.5157593123209168,0.7553754125614287,723,27.019702,90.541347,42,21.61,2028.16,989.88,1865.33,2
190,Shrubs,1,10,0,0,1,NA,761,27.019997,90.545508,29,21.4,2266.11,985.2,2156.38,6
191,Shrubs,3,80,1.0397207708399179,0.625,2.6666666666666665,0.946394630357186,750,27.020317,90.549593,32,21.46,2206.24,986.64,2086.46,3
193,Shrubs,2,30,0.6365141682948128,0.4444444444444444,1.7999999999999998,0.9182958340544894,911,27.01715,90.56438,30,20.57,2262.63,965.85,2134.91,6
194,Shrubs,1,30,0,0,1,NA,500,26.829513,90.185009,45,22.44,3816.01,977.61,2514.82,7
195,Shrubs,2,50,0.6730116670092565,0.48,1.923076923076923,0.9709505944546688,375,26.827862,90.187711,6,23.13,4862.74,992.89,3402.39,4
197,Shrubs,4,39,1.0876060351780106,0.5969756738987508,2.4812398042414356,0.7845419166961117,1023,27.01138,90.583954,30,19.95,2298.85,950.63,2145.65,8
199,Shrubs,7,42,1.7089165796961077,0.7857142857142857,4.666666666666667,0.8782093975540137,268,26.838249,90.19912,0,23.73,4881.63,1008.45,3502.96,4
2,Shrubs,8,92,1.8813126996839442,0.8310491493383743,5.918881118881119,0.9047201673984847,1612,27.044624,90.430054,30,16.79,2109.12,884.02,2079.16,5
200,Shrubs,3,7,0.9556998911125343,0.5714285714285714,2.3333333333333335,0.8699155297736259,1964,27.018803,90.614084,25,14.81,2335.57,834.57,2212.61,7
201,Shrubs,9,79,1.8814653278844655,0.8120493510655344,5.320545609548168,0.8562917724893824,1540,27.0121,90.611801,25,17.12,2384.04,886.15,2240.55,4
203,Shrubs,13,74,2.191460411236486,0.8287070854638422,5.837953091684435,0.8543873994476511,1495,27.015498,90.604808,29,17.37,2284.11,892.5,2142.14,6
204,Shrubs,3,36,0.5256547436773554,0.28549382716049376,1.3995680345572352,0.47847156735760443,1426,27.001931,90.599303,30,17.72,2363.66,898.26,2165.31,2
206,Shrubs,9,29,1.9030552774914378,0.8180737217598097,5.496732026143791,0.8661177820059638,1161,27.006491,90.591801,38,19.18,2180.16,932.35,1976.04,8
207,Shrubs,5,12,1.4241299173467734,0.7222222222222222,3.5999999999999996,0.8848616689990428,1034,27.008741,90.588421,22,19.88,2473.28,948.7,2333.31,6
209,Shrubs,1,40,0,0,1,NA,1735,27.023697,90.619164,29,16.07,2224.01,864.23,2108.3,7
210,Shrubs,1,45,0,0,1,NA,405,26.918404,90.491804,7,23.14,3634.63,1008.25,2997.97,5
211,Shrubs,1,60,0,0,1,NA,450,26.921374,90.491924,27,22.9,3139.15,1003.25,2535.86,5
212,Shrubs,1,2,0,0,1,NA,435,26.923953,90.491011,27,22.99,3114.3,1005.67,2528.16,5
213,Shrubs,1,20,0,0,1,NA,470,26.927284,90.487684,28,22.81,3060.91,1002,2495.5,4
214,Shrubs,1,25,0,0,1,NA,386,26.91272,90.484821,25,23.24,3272.39,1009.43,2611.65,4
215,Shrubs,1,80,0,0,1,NA,469,26.916587,90.483691,28,22.79,3165.94,999.87,2530.74,2
216,Shrubs,1,20,0,0,1,NA,957,26.916587,90.483691,5,20.12,3704.75,938.87,3043.71,1
22,Shrubs,7,55,1.7345092854915005,0.8,5,0.8913614466390228,1587,27.034607,90.425941,24,16.9,2288.43,885.03,2248.21,3
23,Shrubs,10,54,2.0938996726291985,0.8600823045267489,7.147058823529413,0.9093690734818863,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,6
25,Shrubs,8,94,1.448303111736147,0.7095971027614305,3.4434918160561185,0.6964865723352646,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,6
27,Shrubs,6,35,1.567155499507092,0.7657142857142858,4.2682926829268295,0.874646137733136,1251,26.94327,90.426215,45,18.56,2571.53,907.75,2068.5,6
28,Shrubs,11,45,2.0630230270929064,0.8345679012345679,6.044776119402986,0.8603474265518425,1122,26.9408,90.423796,32,19.26,2864.82,923.35,2372.7,6
29,Shrubs,5,24,1.5715219770891087,0.7847222222222222,4.64516129032258,0.9764415047936532,1380,27.055521,90.462233,34,18.08,1962.54,915.32,1947.47,2
3,Shrubs,4,52,0.9407921837684055,0.5170118343195267,2.0704441041347628,0.6786381090148884,1617,27.048872,90.428521,18,16.77,2307.38,884.29,2337.26,3
30,Shrubs,8,60,1.8838008472174117,0.8161111111111111,5.438066465256798,0.9059167134343293,1343,27.058988,90.460721,15,18.29,2291.52,920.68,2366.83,7
31,Shrubs,5,37,0.9955765644941458,0.504017531044558,2.01620029455081,0.6185864995490532,1533,27.050233,90.482811,23,17.23,2191.4,895.08,2204.39,1
32,Shrubs,4,37,1.0935266609818393,0.5975164353542732,2.484573502722323,0.7888127454391831,1570,27.052323,90.479054,43,17.03,1821.43,890.9,1746.39,7
33,Shrubs,6,12,1.791759469228055,0.8333333333333334,6,1,1612,27.049179,90.475091,35,16.8,1980.53,884.98,1937.81,1
34,Shrubs,8,77,1.7219685282223827,0.7798954292460787,4.543295019157089,0.8280918187444329,1697,27.044018,90.470336,7,16.32,2547.36,873.27,2587.29,8
35,Shrubs,7,22,1.8708180924624371,0.8347107438016529,6.050000000000001,0.9614103165917854,1589,27.047788,90.470727,31,16.92,2062.01,887.56,2034.3,6
36,Shrubs,4,44,0.9042204669756737,0.48863636363636365,1.9555555555555555,0.6522571917880536,1538,27.053023,90.472307,7,17.21,2484.68,895.04,2560.29,2
37,Shrubs,7,55,1.4479017935480412,0.6803305785123968,3.1282316442606004,0.7440743316185273,1482,27.05384,90.465645,31,17.52,2025.6,902.22,2018.13,4
38,Shrubs,7,74,1.1125706758496883,0.5116873630387144,2.047868362004488,0.5717482260883481,1461,27.057109,90.466517,20,17.64,2207.38,905.53,2256.37,3
39,Shrubs,5,80,1.241499756599058,0.6246875000000001,2.6644462947543714,0.7713871700222498,382,26.903852,90.436092,4,23.24,3882.6,1008.05,3129.49,4
4,Shrubs,5,55,1.3083293302414563,0.648595041322314,2.8457196613358424,0.812910718787996,1581,27.052919,90.426635,34,16.97,1985.8,889.65,1963.89,5
40,Shrubs,5,23,1.0680061801842538,0.5330812854442344,2.1417004048582995,0.6635895500740443,401,26.907853,90.435609,4,23.15,3838.29,1006.52,3116.66,4
41,Shrubs,5,24,1.4665254277964388,0.7465277777777778,3.945205479452055,0.9112034807099071,353,26.898976,90.433494,0,23.39,4039.34,1010.65,3236.6,2
42,Shrubs,7,31,1.7891372552158136,0.801248699271592,5.031413612565444,0.9194346697273722,493,26.91453,90.444251,10,22.65,3617.01,996.43,2955.89,4
43,Shrubs,4,21,1.213163439036137,0.6621315192743764,2.9597315436241614,0.8751124386426176,563,26.915837,90.440172,20,22.27,3368.2,987.96,2726.02,5
44,Shrubs,5,38,1.0892479662896788,0.5332409972299168,2.1424332344213646,0.6767878138537878,517,26.918264,90.436432,20,22.53,3344.54,994.22,2720.1,8
45,Shrubs,6,49,1.3418704250764772,0.6955435235318617,3.2845417236662104,0.7489121436900212,515,26.924954,90.432194,35,22.56,2944.05,995.88,2361.17,4
46,Shrubs,8,53,1.8676069455068702,0.8009967960128159,5.025044722719142,0.8981290928708489,494,26.919708,90.42612,45,22.66,2780.47,997.4,2154.01,1
47,Shrubs,5,28,1.2783131927042202,0.6479591836734695,2.840579710144928,0.7942606439355652,644,26.92597,90.420319,13,21.85,3433.89,979.97,2856.99,6
48,Shrubs,3,24,0.9002560512685369,0.53125,2.1333333333333333,0.8194483718728035,353,26.898918,90.436604,4,23.39,3938.02,1010.64,3145.42,4
49,Shrubs,5,21,1.4481540469570857,0.7392290249433107,3.834782608695653,0.8997886999983179,1534,27.024978,90.394243,15,17.17,2540.37,889.62,2492.72,3
5,Shrubs,8,70,1.474852032606613,0.6714285714285715,3.0434782608695654,0.7092539044955228,1613,27.051074,90.421695,25,16.79,2162.27,885.26,2174.22,6
50,Shrubs,7,25,1.7488617607459824,0.7968,4.921259842519685,0.898737159881204,1656,27.019355,90.393969,16,16.49,2561.5,873.19,2486.36,3
51,Shrubs,11,44,2.226280648135583,0.8801652892561984,8.344827586206897,0.9284311426735032,1106,26.946501,90.485064,47,19.36,2489.96,926.56,1996.94,3
52,Shrubs,11,31,2.2125010961100977,0.8761706555671176,8.075630252100842,0.9226846231395602,1079,26.943323,90.480651,40,19.5,2660.11,929.26,2166.97,3
53,Shrubs,15,49.5,2.3576279754759266,0.8705234159779615,7.723404255319148,0.8705998044335894,1237,27.034244,90.392907,3,18.82,2718.78,928.7,2739.04,3
54,Shrubs,5,15,1.459481873869085,0.7377777777777778,3.813559322033898,0.9068270745913876,1257,27.032674,90.398707,4,18.71,2708.12,925.87,2719.36,3
55,Shrubs,9,24,2.0595148328600565,0.8576388888888888,7.024390243902438,0.937325594344519,1345,27.030486,90.394509,15,18.22,2500.56,914.41,2477.78,5
56,Shrubs,4,13,1.3516811946858949,0.7337278106508875,3.755555555555555,0.975031878218105,1401,27.028993,90.388953,6,17.91,2696.28,907.1,2686.85,3
57,Shrubs,12,53,2.020573247955717,0.8159487362050553,5.4332688588007745,0.8131384927993581,1505,27.02561,90.384529,11,17.33,2619.34,893.38,2584.51,5
58,Shrubs,7,45,1.74894480007629,0.8049382716049382,5.1265822784810124,0.8987798336554005,1529,27.025295,90.389805,7,17.2,2702.93,890.31,2673.95,3
59,Shrubs,13,60,2.3592028350899077,0.8888888888888888,9,0.9197853471168527,1120,26.946085,90.490767,27,19.28,2907.44,924.72,2448.31,3
6,Shrubs,10,58,1.928215963183208,0.8145065398335315,5.3910256410256405,0.8374135527282309,1480,27.057747,90.429095,15,17.54,2306.76,903.29,2378.6,7
